SystemContractID,NetUnitPrice,ShortText,Currency,PaymentTerms,ValidityPeriodStartDate,ValidityPeriodEndDate,SystemContractNumber,SystemContractItemNumber,Name,QuantityUnit,COUNT
25-PA-00082-1,193505.62,"PROVIDE: CONSULTANCY SERVICES;GEOLOGICAL TECHNICAL SERVICES, EXTERNAL CONTRACTOR, ALKHABRA PHOSPHATE MINE, GEOLOGICAL TECHNICAL SERVICES, ALKHABRA PHOSPHATE MINE",SAR,300000192972459,2025-02-15T00:00:00,2026-02-14T00:00:00,25-PA-00082,1,DARKSTONE Arabia Ltd,,1
23-PA-00679-6,139556.1,"TRANSPORT: FREIGHT;TRUCK,CONTAINER OR BULK,COPPER CONCENTRATES,BULK OR CONTAINER LOADED BY THE SERVICE PROVIDER,MAHD MINE,JEDDAH ISLAMIC PORT,JIP MAHD JIP,PER CONTAINER",SAR,300000192972356,2023-01-01T00:00:00,2026-03-31T00:00:00,23-PA-00679,6,BAFCO INTERNATIONAL SHIPPING And LOGISTICS CO LTD,,1
25-PA-00036-3,4658.0,"HIRE: PASSENGER VEHICLE;PICKUP TRUCK, LIGHT COMMERCIAL VEHICLE, LATEST MODEL, TOYOTA, HILUX, ROUTE BASED, 4X4, ROUTE BASED, MAADEN SITES, AUTOMATIC, MONTHLY, PETROL",SAR,300000192972423,2025-01-27T00:00:00,2030-01-27T00:00:00,25-PA-00036,3,KEY RENT A CAR CO LTD,,1
22-PA-00244-5,1.0,DELIVERY OF STOCKPILED ORE TO CRUSHER PER ESC. RATE,SAR,300000192972476,2017-12-01T00:00:00,2029-03-31T00:00:00,22-PA-00244,5,Saudi Comedat Comapany Ltd,,1
23-PA-00675-1,5600.0,"SUPPLY: GOODS;PROVIDE AND INSTALL EQUIPMENT, TOOLS, MATERIALS, STEM, ELECTRONICS, STATIONERIES,UNIFORMS,SUPPLIES, SCHOOLS OF EXCELLENCE IN THE NORTHERN BORDERS, LUMSUM, DETAILS AS PER SOW",SAR,300000192972417,2023-06-12T00:00:00,2028-05-31T00:00:00,23-PA-00675,1,Ajyal Almawaheb Schools,,1
24-PA-00958-16,1750.0,"PROVIDE: PUBLICATION PRINTING;PRINTING SERVICE AS PER SOW, MAADEN",SAR,300000192972417,2024-10-17T00:00:00,2027-10-16T00:00:00,24-PA-00958,16,Al Wafa Printing Press Company,,1
25-PA-00127-1,580000.0,"HIRE: MANPOWER, ENGINEER;SENIOR, MINE SITE, PER MONTH, ALL DETAILS AS PER THE SOW, FIELD GEOLOGIST",SAR,300000192972357,2025-02-12T00:00:00,2026-02-11T00:00:00,25-PA-00127,1,DARKSTONE Arabia Ltd,,1
22-PA-00257-1,56107.8,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
23-PA-00679-3,128462.5,"TRANSPORT: FREIGHT;TRUCK,CONTAINER OR BULK,COPPER CONCENTRATES,BULK OR CONTAINER LOADED BY THE SERVICE PROVIDER,MAHD MINE,JEDDAH ISLAMIC PORT,JIP MAHD JIP,PER CONTAINER",SAR,300000192972356,2023-01-01T00:00:00,2026-03-31T00:00:00,23-PA-00679,3,BAFCO INTERNATIONAL SHIPPING And LOGISTICS CO LTD,,1
22-PA-00512-1,131465.88,"HIRE: MANPOWER,SKILLED;EXPAT EMPLOYEE,8 HR,REGULAR MAINTENANCE AND HOUSE KEEPING SERVICES AS AND WHEN REQURIED,RATE SCHEDULE: CATEGORY C,PLANNING ENGINEER",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,1
24-PA-00575-2,1200.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,2,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-00076-9,13182.92,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,9,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-00076-12,1286.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,12,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00257-2,98954.15,"HIRE: MANPOWER, SKILLED, RENT: EQUIPMENT, CIVIL WORKS, PAINTING WORKS, ROAD WORKS, PURPOSE: BUILDING & INFRASTRUCTURE MAINTENANCE SERVICES (CONTRACT NO: 20-752-AL-352)",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,2,Rezayat Company Limited,,1
22-PA-00257-1,4126.5,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
24-PA-01063-1,27.62,BATTERY ENERGIZER AA 4PCS/PACK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,1,Jarir bookstore,,1
24-PA-00076-24,18813.95,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,24,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
22-PA-00257-5,225.75,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,5,Rezayat Company Limited,,1
25-PA-00571-3,10.0,"PROVIDE: PRODUCT HANDLING SERVICES;IBC, SUPPLIER, MRC, PER IBC, SUPPLIER",SAR,300000192972423,2025-08-04T00:00:00,2028-08-03T00:00:00,25-PA-00571,3,Aldrees Petroleum & Transport Services Company,,1
25-PA-00088-1,13205.95,"PROVIDE: TRAINING;CLASSROOM/ONLINE/HYBRID, MA'ADEN ACADEMY PROGRAMS-GENERAL EMPLOYEE DEVELOPMENT PROGRAMS, PER CLASS, ALL EMPPLOYEES;MA’ADEN ACADEMY PROGRAMS GENERAL EMPLOYEE DEVELOPMENT PROGRAMS",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00088,1,Innovation Design Company,,1
24-PA-01308-1,103275.0,"PROVIDE: TRAINING;CLASSROOM/ONLINE/HYBRID, MA'ADEN ACADEMY PROGRAMS-GENERAL EMPLOYEE DEVELOPMENT PROGRAMS, PER CLASS, ALL EMPPLOYEES;MA’ADEN ACADEMY PROGRAMS GENERAL EMPLOYEE DEVELOPMENT PROGRAMS",SAR,300000192972459,2025-01-12T00:00:00,2028-01-11T00:00:00,24-PA-01308,1,Applied Training Center,,1
25-PA-00010-1,1.0,"HIRE: EQUIPMENT;FORK LIFT,5 T,PER DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,1,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
24-PA-00154-34,2737.89,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972410,2023-11-27T00:00:00,2026-11-26T00:00:00,24-PA-00154,34,Akeed for Travel and Tourism,,1
24-PA-01063-19,5.21,BATTERY ENERGIZER BUTTON 3VOLT,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,19,Jarir bookstore,,1
24-PA-01063-2,86.08,SHARPENER ELECTRIC 220V BLACK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,2,Jarir bookstore,,1
24-PA-00575-2,30.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,2,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-01063-19,103.47,default,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,19,Jarir bookstore,,1
22-PA-00040-2,1792.5,"HIRE: MANPOWER, SKILLED, PURPOSE: FRAMEWORK SUPPLY THE PROVISION OF PROJECT INSPECTION SERVICES (CONTRACT NO: 18-HQ-080)",SAR,300000192972461,2019-03-14T00:00:00,2026-12-31T00:00:00,22-PA-00040,2,VELOSI SAUDI ARABIA COMPANY LIMITED,,1
23-PA-00440-1,44781.87,"HIRE: EQUIPMENT;SUPER SUCKER,FOR LIQUIDS,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00440,1,Tamimi Industrial Services,,1
24-PA-01063-7,2.17,MARKER ROUND TIP BLUE F350,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,7,Jarir bookstore,,1
24-PA-00575-20,112.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,20,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00512-5,17.86,"HIRE: MANPOWER,SKILLED;FIREWATCH / STANDBYMAN,PER HOUR,12 HR,SHUTDOWN SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,5,GULF ASIA CONTRACTING COMPANY,,1
25-PA-00010-7,1.0,"MOBILIZE: EQUIPMENT;UNIT RATE,ANY EQUIPMENT,18-CM-162",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,7,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
22-PA-00370-3,1019.7,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,3,CATRION CATERING HOLDING COMPANY,,1
25-PA-00223-1,86715.0,"HIRE: MANPOWER,SKILLED;HOURLY,SUPERVISOR",SAR,300000192972423,2025-04-19T00:00:00,2028-04-18T00:00:00,25-PA-00223,1,Core Team General Contracting Co,,1
24-PA-01063-7,4.34,PEN ROLLER 0.5MM BLE CONEPOINT,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,7,Jarir bookstore,,1
25-PA-00168-1,1.0,"HIRE: MANPOWER, SKILLED;EMPLOYMENT CONTRACTOR FIXED PAY,BASIC PAY RANGE 10501 TO 11000   SAR,TYPE III 03",SAR,300000192972418,2025-04-01T00:00:00,2030-04-01T00:00:00,25-PA-00168,1,Jaddarah Workforce Services Company,,1
25-PA-00010-4,21500.0,"HIRE: EQUIPMENT;MOBILE AIR COMPRESSOR,750 CFM,DIESEL,SHORT TERM MONTHLY RENTAL,VENDOR,24 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,4,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
22-PA-00257-1,782.25,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
22-PA-00676-2,17.33,"CHEMICAL; TYPE: SCALE & CORROSION INHIBITOR TRAC-114 PLUS.61Y, PHYSICAL FORM: LIQUID,CONTAINER TYPE: PP DRUM, CONTAINER CAPACITY: 1010 KG, SPECIFICATION: SCALE &CORROSION INHIBITION; CLOSED CW SYSTEM",SAR,300000192972357,2022-09-11T00:00:00,2026-09-10T00:00:00,22-PA-00676,2,Nalco Saudi Company Limited,,1
22-PA-00455-8,3.38,"PROVIDE: DRILLING SERVICES, PURPOSE: MANSOURAH AND MASSARAH GOLD MINING PROJECT - MINING SERVICES CONTRACT (CONTRACT NO: 17-MGBM-022)",SAR,300000192972441,2021-05-01T00:00:00,2028-05-10T00:00:00,22-PA-00455,8,JAC RIJK AL RUSHAID CONTRACTING AND SERVICES CO LTD,,1
25-PA-00168-1,214281.0,"HIRE: MANPOWER, SKILLED;EMPLOYMENT CONTRACTOR FIXED PAY,BASIC PAY RANGE 14501 TO 15000   SAR,TYPE II",SAR,300000192972418,2025-04-01T00:00:00,2030-04-01T00:00:00,25-PA-00168,1,Jaddarah Workforce Services Company,,1
24-PA-00156-4,1017.39,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972410,2023-11-27T00:00:00,2026-11-26T00:00:00,24-PA-00156,4,Company Almatar Alarabi Commercial Services CJSC,,1
22-PA-00257-4,758.79,"HIRE: MANPOWER, SKILLED, RENT: EQUIPMENT, CIVIL WORKS, PAINTING WORKS, ROAD WORKS, PURPOSE: BUILDING & INFRASTRUCTURE MAINTENANCE SERVICES (CONTRACT NO: 20-752-AL-352)",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,4,Rezayat Company Limited,,1
23-PA-00117-3,175.0,"ANCHOR;CROOK,16MM,375MM,STAINLESS STEEL 310 GRADE,PN:10390A, MFR: TAB REFRACTORY SERVICES SAUDI ARABIA COMPANY",SAR,300000192972447,2023-04-01T00:00:00,2028-04-01T00:00:00,23-PA-00117,3,TAB REFRACTORY SERVICES SAUDI ARABIA COMPANY,,1
24-PA-01063-16,26.08,FILE WALL POCKET A4 SMOKE,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,16,Jarir bookstore,,1
22-PA-00370-1,41490.15,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,1,CATRION CATERING HOLDING COMPANY,,1
23-PA-00765-1,200000.0,"MAINTAIN: GENERATOR;EMERGENCY DIESEL GENERATOR PM SERVICES, ANNUAL PREVENTIVE MAINTENANCE OF EDG",SAR,300000192972357,2021-12-15T00:00:00,2026-03-13T00:00:00,23-PA-00765,1,Trans Arabian Techincal Services Co Ltd.,,1
24-PA-00575-5,8852.27,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,5,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-01063-10,21.73,FOLDER MANILA A4 1/5-CUT 50EA/ BX,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,10,Jarir bookstore,,1
24-PA-00575-32,1.0,"PAY: FEES;COST MARK-UP,EACH,NORMAL SHIFT HOURS: 8 HR,SUPPLY OF SPARE PARTS/FITTINGS ETC,CATEGORY A REGULAR REQUIREMENT",SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,32,Simple Solutions Trading Industrial Services and Maintenance Co,,1
25-PA-00010-1,1.0,"HIRE: EQUIPMENT;CRANE,100 T,SHORT TERM DAILY RENTAL,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,1,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,1
25-PA-00036-51,3195.0,"HIRE: PASSENGER VEHICLE;FORD TAURUS TREND -AT- PETROL, PER MONTH, MODEL 2023",SAR,300000192972423,2025-01-27T00:00:00,2030-01-27T00:00:00,25-PA-00036,51,KEY RENT A CAR CO LTD,,1
24-PA-00575-22,110.5,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,22,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00257-1,412.76,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
24-PA-00575-1,250.0,"PAY: FEES;COST MARK-UP,EACH,NORMAL SHIFT HOURS: 8 HR,SUPPLY OF SPARE PARTS/FITTINGS ETC,CATEGORY A REGULAR REQUIREMENT",SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,1,Simple Solutions Trading Industrial Services and Maintenance Co,,1
22-PA-00512-37,20.77,"HIRE: MANPOWER,SKILLED;SCAFFOLD FOREMAN,PER HOUR,12 HR,SHUTDOWN SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,37,GULF ASIA CONTRACTING COMPANY,,1
25-PA-00161-1,15257.0,"HIRE: MANPOWER, SKILLED;EMPLOYMENT CONTRACTOR FIXED PAY,BASIC PAY RANGE 9001 TO 9500   SAR,WESTERN,TYPE 0",SAR,300000192972418,2025-04-01T00:00:00,2030-04-01T00:00:00,25-PA-00161,1,Jaddarah Workforce Services Company,,1
22-PA-00512-4,24.68,"HIRE: MANPOWER,SKILLED;WELDER (CARBON STEEL ALL POSITION WELDING),PER HOUR,12 HR,REGULAR SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,4,GULF ASIA CONTRACTING COMPANY,,1
24-PA-00956-4,1.0,FORWARD: FREIGHT;FREIGHT FORWARDING SERVICES( FOR PAYMENT IN SAR),SAR,300000192972417,2024-08-01T00:00:00,2027-07-31T00:00:00,24-PA-00956,4,MIZAN AL ADALAH FOR COMMERCIAL SERVICES,,1
22-PA-00257-1,3869.25,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
22-PA-00257-1,213.12,"ROLL: CARPET;CARPET MOSQUE,LINEAR METER,SUPPLY AND INSTALL",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,1
24-PA-00575-3,2400.0,FABRICATE: COMPONENT;REPAIR HOSE,SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,3,Simple Solutions Trading Industrial Services and Maintenance Co,,1
24-PA-00296-4,1338278.0,"PROVIDE: IT SERVICES;SCOPE: ICT SERVICES, RATE TYPE: PER MONTH",SAR,300000192972361,2024-03-18T00:00:00,2027-03-17T00:00:00,24-PA-00296,4,IBM Middle East FZ LLC,,1
24-PA-00156-50,5086.96,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972410,2023-11-27T00:00:00,2026-11-26T00:00:00,24-PA-00156,50,Company Almatar Alarabi Commercial Services CJSC,,1
24-PA-01063-39,5.21,BALLPEN 1425 0.5M BLE 5EA/PK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,39,Jarir bookstore,,1
24-PA-00441-1,38066.64,"HIRE: EQUIPMENT, DRILLING;DIAMOND DRILING, RC DRILLING & CONTINGENCY",SAR,300000192972418,2024-04-01T00:00:00,2027-03-31T00:00:00,24-PA-00441,1,Drilling and Exploration Company,,1
24-PA-01063-8,33.91,CERTIFICATE FRAME BLACK 26X34 CM,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,8,Jarir bookstore,,1
25-PA-00035-1,500.0,"PROVIDE: TRAINING;SAFETY TRAINING AND COMPLIANCE,LUMPSUM",SAR,300000192972463,2025-01-26T00:00:00,2028-01-25T00:00:00,25-PA-00035,1,MEIRC SAUDI ARABIA Co,,1
22-PA-00370-30,8000.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,30,CATRION CATERING HOLDING COMPANY,,1
25-PA-00129-6,382.0,"TEST: VALVE;PRESSURE SAFETY VALVE,8IN,600LB",SAR,300000192972423,2025-02-20T00:00:00,2028-02-19T00:00:00,25-PA-00129,6,Emerson Saudi Arabia LLC,,1
23-PA-00765-1,8320.0,"MOBILIZE: CREW TEAM, PURPOSE: PROVISION OF MAINTENANCE SERVICE FOR DIESEL GENERATORS (CONTRACT NO: 21-WS-004)",SAR,300000192972357,2021-12-15T00:00:00,2026-03-13T00:00:00,23-PA-00765,1,Trans Arabian Techincal Services Co Ltd.,,1
25-PA-00161-1,2520.0,"HIRE: MANPOWER, SKILLED;EMPLOYMENT CONTRACTOR FIXED PAY,BASIC PAY RANGE 2501 TO 3000   SAR,EASTERN,TYPE I",SAR,300000192972418,2025-04-01T00:00:00,2030-04-01T00:00:00,25-PA-00161,1,Jaddarah Workforce Services Company,,1
24-PA-00575-19,1058.0,"REPAIR: EQUIPMENT;SERVICE, REPAIR, MECHANICAL ROTATING EQUIPMENT ASSEMBLY, INCLUSSIVE OF MACHINING AND FABRICATING WORN OUT PARTS WITH FULL SERVICE OF THE UNIT, AB",SAR,300000192972423,2024-06-01T00:00:00,2027-05-31T00:00:00,24-PA-00575,19,Simple Solutions Trading Industrial Services and Maintenance Co,,1
25-PA-00420-7,920.98,"MAINTAIN: STATION;FUEL, FUEL STATIONS OPERATION, MAINTENANCE & CALIBRATION SERVICE INCLUDING WASH BAY IN MA, SUPPLIER, RAS AL KHAIR, AB",SAR,300000192972463,2025-07-01T00:00:00,2028-06-30T00:00:00,25-PA-00420,7,Aldrees Petroleum & Transport Services Company,,1
25-PA-00149-6,25.0,"INSTALL: TILE;FIXING IN THE SURFACE, SQUARE METER, DETAILS AS PER SOW",SAR,300000192972417,2025-03-09T00:00:00,2026-03-08T00:00:00,25-PA-00149,6,NAL EL ENJAZ EST,,1
24-PA-00076-42,4685.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,42,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-01059-1,1050.0,PROVIDE: TRAINING;PURPOSE: MOBILE EQUIPMENT TRAINING CONTRACT (CONTRACT NO: 20-793-AL-359),SAR,300000192972423,2024-11-13T00:00:00,2027-11-13T00:00:00,24-PA-01059,1,Standard Arabia Inspection Co Ltd,,1
24-PA-01063-15,303.47,DRY ERASE SURFACE 4X3 2.95FT/RL,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,15,Jarir bookstore,,1
24-PA-00100-1,2224090.0,PROVIDE: LABORATORY SERVICES;PURPOSE: MAADEN EXPLORATION LABORATORY SERVICES (CONTRACT NO: 21-HQ-032-2),SAR,300000192972461,2023-11-01T00:00:00,2026-11-01T00:00:00,24-PA-00100,1,Australian Laboratory Services Arabia Co LTD,,1
24-PA-00076-1,500.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,1,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
25-PA-00127-1,1469950.0,"EXECUTE: SITE PROJECT,GENERAL CONSTRUCTION;CONSTRUCTION OF ELECTRO MECHANICAL,CONSTRUCTION OF CIVIL,TESTING AND COMMISSIONING,TRAINING,DOCUMENTATION AND HANDOVER,LUMPSUM",SAR,300000192972357,2025-02-12T00:00:00,2026-02-11T00:00:00,25-PA-00127,1,DARKSTONE Arabia Ltd,,1
24-PA-01063-5,6.08,ENVEL0PE A/MAIL 115X225 MM 50/PK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,5,Jarir bookstore,,1
22-PA-00512-1,2663571.46,"HIRE: MANPOWER, SKILLED;MANPOWER SUPPLY FOR MAINTENANCE SUPPORT SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,1
24-PA-00076-8,11991.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,8,YUSUF BIN AHMED KANOO COMPANY LIMITED,,1
24-PA-01063-13,7.82,TAPE TRANSPARENT 48MMX50Y 3RL/ PK 0.045MMX48MMX50MM,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,13,Jarir bookstore,,1
24-PA-01063-5,4.34,INK STAMP PAD BLUE 30ML,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,5,Jarir bookstore,,1
22-PA-00370-13,9400.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,13,CATRION CATERING HOLDING COMPANY,,1
24-PA-01063-14,15.3,"BINDER VIEW   A4 2D RING   2.5""""  SPINE CAPACITY WHITE",SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,14,Jarir bookstore,,1
24-PA-01063-1,155.65,ADAPTER USB-C TO HDMI 2.1 BLK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,1,Jarir bookstore,,1
24-PA-00156-1,2776.52,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972410,2023-11-27T00:00:00,2026-11-26T00:00:00,24-PA-00156,1,Company Almatar Alarabi Commercial Services CJSC,,1
22-PA-00512-15,28.22,"HIRE: MANPOWER,SKILLED;SCAFFOLD INSPECTOR (CERTIFIED),PER HOUR,12 HR,SHUTDOWN SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,15,GULF ASIA CONTRACTING COMPANY,,1
